UID,Language,City,Age,Gender,Sport,Interests,Motivation,TimeSpent,Quiz,News,Blogs,Video,Audio,Pictures,Logs,Points,ShareContent,Quizzes,Reward,DropOff,Engagement,TotalScore,HighEngage,FootballEnthu,RewardSeek,PollEnthu
UID160,English,Delhi,28,Female,Tennis,Creativity,Performance-Driven,106,No,No,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID161,English,Delhi,33,Male,Tennis,Creativity,Performance-Driven,265,No,Yes,No,Yes,No,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID162,Telugu,Delhi,48,Female,Tennis,Individual,Performance-Driven,84,Yes,Yes,Yes,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID163,Telugu,Hyderabad,19,Male,Hockey,Individual,Competitive-Spirit,198,Yes,Yes,Yes,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID164,English,Mumbai,25,Male,Cricket,Individual,Goal-Oriented,323,Yes,No,Yes,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID165,Malyalam,Kochi,19,Female,Cricket,Flexibility,Goal-Oriented,259,Yes,No,Yes,Yes,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID166,Telugu,Chennai,30,Male,Tennis,Individual,Goal-Oriented,141,Yes,No,No,No,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID167,Hindi,Kochi,20,Female,Football,Individual,Goal-Oriented,270,No,No,No,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID168,Hindi,Delhi,29,Female,Hockey,Creativity,Goal-Oriented,279,Yes,No,No,Yes,Yes,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID169,Malyalam,Chennai,37,Female,Cricket,Individual,Performance-Driven,208,No,No,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID170,Malyalam,Chennai,19,Male,Golf,Creativity,Performance-Driven,200,Yes,Yes,Yes,Yes,No,No,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID171,Malyalam,Chennai,33,Female,Hockey,Creativity,Competitive-Spirit,111,Yes,Yes,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID172,Hindi,Mumbai,23,Male,Golf,Flexibility,Competitive-Spirit,190,Yes,No,No,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID173,Malyalam,Chennai,22,Female,Golf,Creativity,Performance-Driven,168,Yes,Yes,No,Yes,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID174,English,Kochi,28,Female,Football,Individual,Goal-Oriented,272,No,No,No,No,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,Yes,Yes,Yes
UID175,Malyalam,Delhi,49,Female,Hockey,Flexibility,Goal-Oriented,70,No,Yes,Yes,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID176,Telugu,Mumbai,40,Male,Hockey,Creativity,Competitive-Spirit,66,No,Yes,No,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID177,Hindi,Mumbai,25,Male,Hockey,Flexibility,Competitive-Spirit,189,Yes,Yes,No,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID178,Hindi,Hyderabad,48,Male,Football,Creativity,Performance-Driven,283,Yes,No,No,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,Yes,Yes,Yes
UID179,Hindi,Kochi,42,Male,Football,Individual,Goal-Oriented,305,No,Yes,Yes,No,Yes,No,6,5,10,7,8,5,High,35,Yes,Yes,Yes,Yes
UID180,Telugu,Delhi,47,Male,Cricket,Individual,Goal-Oriented,290,Yes,Yes,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID181,Hindi,Delhi,37,Female,Hockey,Individual,Performance-Driven,230,No,Yes,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID182,English,Mumbai,33,Female,Golf,Creativity,Performance-Driven,183,Yes,Yes,Yes,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID183,Malyalam,Chennai,44,Male,Tennis,Individual,Goal-Oriented,117,No,No,Yes,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID184,English,Delhi,23,Male,Football,Individual,Competitive-Spirit,62,No,Yes,No,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID185,Hindi,Hyderabad,20,Male,Football,Creativity,Performance-Driven,200,Yes,Yes,No,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,Yes,No,No
UID186,Malyalam,Chennai,33,Female,Golf,Individual,Goal-Oriented,321,No,Yes,No,Yes,No,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID187,Malyalam,Mumbai,19,Male,Tennis,Creativity,Goal-Oriented,53,Yes,No,No,No,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID188,Tamil,Delhi,35,Female,Hockey,Creativity,Performance-Driven,317,No,Yes,No,No,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID189,Hindi,Hyderabad,19,Male,Hockey,Flexibility,Goal-Oriented,127,Yes,Yes,Yes,No,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID190,Telugu,Delhi,22,Male,Football,Creativity,Goal-Oriented,163,Yes,No,No,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID191,Hindi,Chennai,37,Male,Football,Individual,Performance-Driven,102,Yes,No,Yes,Yes,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID192,English,Delhi,44,Female,Tennis,Flexibility,Goal-Oriented,93,No,Yes,Yes,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID193,Telugu,Kochi,34,Female,Hockey,Individual,Performance-Driven,250,Yes,Yes,Yes,No,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID194,Telugu,Chennai,46,Male,Cricket,Flexibility,Competitive-Spirit,199,No,No,No,No,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID195,Malyalam,Hyderabad,28,Male,Tennis,Creativity,Goal-Oriented,125,No,No,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID196,English,Kochi,22,Female,Golf,Flexibility,Competitive-Spirit,268,No,Yes,No,No,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID197,Tamil,Mumbai,31,Female,Cricket,Individual,Goal-Oriented,332,Yes,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID198,Tamil,Kochi,20,Female,Golf,Flexibility,Competitive-Spirit,187,Yes,Yes,Yes,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID199,English,Kochi,36,Female,Cricket,Flexibility,Performance-Driven,181,No,No,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID200,English,Mumbai,27,Male,Hockey,Individual,Competitive-Spirit,62,No,Yes,Yes,Yes,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID201,Tamil,Chennai,21,Female,Golf,Individual,Goal-Oriented,121,Yes,No,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID202,English,Hyderabad,49,Male,Tennis,Individual,Competitive-Spirit,270,Yes,No,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID203,Hindi,Chennai,45,Female,Hockey,Individual,Performance-Driven,232,Yes,No,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID204,Hindi,Kochi,23,Female,Hockey,Flexibility,Competitive-Spirit,118,Yes,Yes,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID205,Hindi,Chennai,30,Male,Hockey,Individual,Competitive-Spirit,203,No,No,Yes,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID206,Tamil,Hyderabad,29,Male,Cricket,Creativity,Competitive-Spirit,275,No,Yes,Yes,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID207,Tamil,Hyderabad,20,Female,Tennis,Creativity,Goal-Oriented,287,No,No,Yes,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID208,Hindi,Mumbai,27,Female,Golf,Flexibility,Goal-Oriented,288,Yes,No,No,Yes,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID209,Hindi,Kochi,38,Female,Tennis,Creativity,Competitive-Spirit,186,No,Yes,Yes,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID210,Malyalam,Mumbai,22,Female,Cricket,Individual,Performance-Driven,61,Yes,No,No,No,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID211,Telugu,Delhi,35,Male,Cricket,Flexibility,Competitive-Spirit,250,No,No,Yes,Yes,No,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID212,Malyalam,Delhi,23,Female,Cricket,Flexibility,Performance-Driven,273,Yes,No,No,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID213,Hindi,Kochi,37,Female,Football,Flexibility,Performance-Driven,97,No,No,Yes,No,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID214,Telugu,Mumbai,40,Female,Tennis,Flexibility,Competitive-Spirit,270,Yes,Yes,Yes,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID215,Tamil,Hyderabad,29,Male,Hockey,Creativity,Goal-Oriented,143,No,No,No,Yes,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID216,Tamil,Kochi,29,Female,Hockey,Individual,Goal-Oriented,242,No,No,Yes,Yes,No,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID217,Hindi,Mumbai,34,Female,Tennis,Individual,Performance-Driven,110,No,No,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID218,Tamil,Delhi,46,Female,Tennis,Individual,Goal-Oriented,115,Yes,Yes,No,No,No,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID219,Hindi,Chennai,46,Female,Cricket,Creativity,Goal-Oriented,222,Yes,Yes,No,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID220,Malyalam,Kochi,47,Female,Football,Flexibility,Competitive-Spirit,154,Yes,No,No,Yes,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID221,English,Hyderabad,43,Female,Football,Individual,Competitive-Spirit,154,Yes,Yes,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID222,English,Delhi,46,Female,Tennis,Flexibility,Competitive-Spirit,198,No,Yes,No,No,Yes,No,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID223,Telugu,Hyderabad,28,Female,Football,Individual,Competitive-Spirit,347,No,Yes,No,No,Yes,No,0,0,0,0,0,-5,Low,-5,No,Yes,No,No
UID224,English,Delhi,32,Male,Golf,Creativity,Goal-Oriented,132,No,Yes,Yes,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID225,Hindi,Delhi,18,Male,Football,Creativity,Goal-Oriented,354,No,Yes,No,Yes,No,No,2,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID226,Hindi,Hyderabad,34,Male,Football,Individual,Goal-Oriented,60,No,No,No,Yes,Yes,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID227,Malyalam,Chennai,32,Female,Golf,Individual,Competitive-Spirit,85,No,Yes,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID228,Telugu,Mumbai,43,Female,Football,Individual,Goal-Oriented,196,Yes,No,No,No,No,No,7,5,10,7,8,5,High,35,Yes,No,No,Yes
UID229,Hindi,Mumbai,19,Female,Football,Flexibility,Competitive-Spirit,185,Yes,No,No,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID230,Tamil,Chennai,27,Female,Football,Flexibility,Performance-Driven,125,No,No,Yes,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID231,Telugu,Chennai,35,Female,Football,Individual,Competitive-Spirit,56,Yes,Yes,Yes,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID232,English,Kochi,30,Female,Tennis,Individual,Performance-Driven,214,Yes,No,Yes,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID233,Hindi,Hyderabad,39,Male,Tennis,Creativity,Performance-Driven,136,No,Yes,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID234,Tamil,Delhi,47,Female,Tennis,Creativity,Performance-Driven,335,Yes,No,Yes,Yes,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID235,Malyalam,Delhi,32,Female,Hockey,Creativity,Goal-Oriented,333,Yes,Yes,Yes,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID236,Tamil,Hyderabad,44,Male,Cricket,Flexibility,Performance-Driven,154,No,No,Yes,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID237,Hindi,Chennai,18,Male,Cricket,Creativity,Performance-Driven,190,Yes,Yes,Yes,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID238,Malyalam,Delhi,40,Female,Golf,Creativity,Competitive-Spirit,64,No,No,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID239,Telugu,Delhi,35,Female,Golf,Flexibility,Goal-Oriented,231,No,Yes,Yes,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID240,Hindi,Delhi,34,Female,Football,Flexibility,Performance-Driven,330,Yes,Yes,Yes,No,No,Yes,1,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID241,Tamil,Mumbai,50,Male,Cricket,Flexibility,Performance-Driven,42,Yes,Yes,No,Yes,Yes,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID242,Hindi,Mumbai,31,Male,Golf,Individual,Goal-Oriented,327,No,Yes,No,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID243,Telugu,Chennai,25,Male,Golf,Creativity,Competitive-Spirit,86,No,Yes,Yes,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID244,English,Hyderabad,28,Male,Cricket,Flexibility,Performance-Driven,310,Yes,Yes,No,No,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID245,Hindi,Hyderabad,19,Male,Hockey,Flexibility,Goal-Oriented,177,Yes,Yes,No,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID246,Telugu,Chennai,25,Male,Golf,Individual,Competitive-Spirit,342,No,No,Yes,No,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID247,English,Kochi,46,Female,Golf,Individual,Competitive-Spirit,46,Yes,No,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID248,English,Hyderabad,31,Male,Hockey,Flexibility,Competitive-Spirit,89,Yes,No,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID249,Malyalam,Kochi,39,Female,Hockey,Flexibility,Competitive-Spirit,114,No,No,No,No,Yes,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID250,English,Mumbai,33,Female,Cricket,Creativity,Goal-Oriented,256,No,No,Yes,Yes,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID251,Tamil,Delhi,49,Female,Cricket,Individual,Performance-Driven,148,Yes,Yes,No,No,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID252,Hindi,Chennai,18,Male,Golf,Flexibility,Performance-Driven,320,No,No,No,Yes,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID253,Malyalam,Delhi,36,Male,Tennis,Flexibility,Goal-Oriented,161,Yes,No,No,Yes,No,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID254,English,Delhi,48,Male,Hockey,Individual,Goal-Oriented,231,No,Yes,No,No,Yes,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID255,Telugu,Hyderabad,41,Male,Hockey,Individual,Performance-Driven,140,Yes,Yes,No,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID256,Telugu,Delhi,38,Female,Hockey,Creativity,Performance-Driven,173,Yes,Yes,No,No,No,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID257,Malyalam,Hyderabad,37,Male,Tennis,Creativity,Goal-Oriented,77,No,Yes,No,No,No,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID258,Tamil,Chennai,44,Male,Cricket,Flexibility,Goal-Oriented,153,Yes,Yes,No,No,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID259,English,Hyderabad,23,Female,Golf,Creativity,Competitive-Spirit,225,No,No,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID260,Malyalam,Mumbai,36,Male,Hockey,Creativity,Competitive-Spirit,190,Yes,Yes,Yes,No,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID261,Telugu,Mumbai,40,Female,Football,Individual,Goal-Oriented,326,No,Yes,No,Yes,Yes,No,4,5,10,7,8,5,Medium,35,Yes,Yes,Yes,Yes
UID262,Hindi,Hyderabad,40,Female,Cricket,Flexibility,Performance-Driven,284,Yes,No,Yes,Yes,No,No,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID263,Malyalam,Chennai,21,Female,Golf,Creativity,Goal-Oriented,62,No,Yes,No,Yes,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID264,Malyalam,Delhi,37,Male,Hockey,Creativity,Competitive-Spirit,349,Yes,No,No,No,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID265,English,Hyderabad,41,Male,Football,Flexibility,Performance-Driven,302,Yes,No,Yes,No,No,Yes,7,5,10,7,8,5,High,35,Yes,Yes,Yes,Yes
UID266,Tamil,Kochi,39,Male,Tennis,Flexibility,Performance-Driven,133,No,Yes,No,Yes,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID267,Telugu,Delhi,22,Male,Cricket,Creativity,Performance-Driven,343,No,No,No,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID268,Telugu,Hyderabad,41,Male,Hockey,Creativity,Performance-Driven,234,Yes,No,No,No,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID269,Hindi,Kochi,29,Male,Golf,Creativity,Performance-Driven,343,No,Yes,Yes,Yes,Yes,Yes,7,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID270,English,Mumbai,41,Male,Football,Individual,Performance-Driven,244,Yes,No,Yes,Yes,No,No,2,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID271,Hindi,Kochi,38,Male,Tennis,Creativity,Goal-Oriented,150,Yes,Yes,No,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID272,English,Chennai,42,Male,Football,Flexibility,Goal-Oriented,231,Yes,No,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,Yes,Yes,Yes,Yes
UID273,Malyalam,Hyderabad,26,Male,Football,Flexibility,Competitive-Spirit,234,No,No,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,Yes,No,No
UID274,Malyalam,Chennai,30,Female,Tennis,Flexibility,Performance-Driven,279,No,Yes,Yes,No,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID275,Tamil,Kochi,38,Male,Tennis,Individual,Goal-Oriented,313,No,Yes,Yes,No,No,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID276,Tamil,Delhi,21,Female,Cricket,Creativity,Goal-Oriented,219,Yes,No,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID277,Hindi,Hyderabad,20,Male,Golf,Flexibility,Competitive-Spirit,321,No,No,No,Yes,No,No,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID278,English,Kochi,43,Male,Hockey,Individual,Performance-Driven,169,No,No,No,No,Yes,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID279,English,Kochi,33,Male,Tennis,Individual,Goal-Oriented,85,No,Yes,Yes,No,Yes,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID280,Hindi,Mumbai,41,Female,Golf,Flexibility,Competitive-Spirit,205,No,No,Yes,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID281,English,Kochi,33,Male,Tennis,Individual,Competitive-Spirit,33,No,Yes,Yes,No,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID282,Tamil,Kochi,49,Female,Hockey,Individual,Competitive-Spirit,114,Yes,Yes,Yes,Yes,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID283,Malyalam,Mumbai,49,Female,Hockey,Individual,Performance-Driven,237,Yes,No,No,No,Yes,No,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID284,Tamil,Chennai,40,Male,Tennis,Flexibility,Goal-Oriented,94,No,No,No,Yes,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID285,Tamil,Chennai,46,Female,Tennis,Individual,Performance-Driven,112,No,Yes,No,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID286,Malyalam,Delhi,50,Female,Football,Creativity,Goal-Oriented,236,Yes,No,No,No,No,No,4,5,10,7,8,5,Medium,35,Yes,Yes,Yes,Yes
UID287,English,Kochi,25,Female,Football,Individual,Competitive-Spirit,139,Yes,Yes,No,Yes,No,Yes,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID288,Telugu,Chennai,19,Male,Hockey,Individual,Performance-Driven,163,No,Yes,Yes,No,No,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID289,English,Kochi,38,Female,Football,Flexibility,Competitive-Spirit,89,Yes,Yes,Yes,No,Yes,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID290,English,Chennai,30,Female,Football,Individual,Goal-Oriented,54,No,No,Yes,Yes,Yes,No,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID291,English,Hyderabad,42,Female,Golf,Flexibility,Competitive-Spirit,307,No,Yes,Yes,Yes,Yes,No,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID292,Malyalam,Hyderabad,37,Female,Cricket,Individual,Performance-Driven,150,No,No,No,Yes,Yes,Yes,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID293,English,Chennai,35,Male,Hockey,Flexibility,Goal-Oriented,49,No,Yes,Yes,Yes,No,Yes,6,5,10,7,8,5,High,35,No,No,No,Yes
UID294,Hindi,Hyderabad,23,Male,Hockey,Creativity,Competitive-Spirit,327,Yes,No,No,Yes,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID295,English,Hyderabad,30,Male,Hockey,Flexibility,Goal-Oriented,340,No,No,No,No,No,Yes,1,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID296,Hindi,Kochi,19,Female,Hockey,Individual,Competitive-Spirit,126,No,Yes,Yes,Yes,No,Yes,1,0,10,7,8,5,Low,30,No,No,No,Yes
UID297,Hindi,Chennai,48,Female,Golf,Creativity,Goal-Oriented,220,Yes,Yes,No,No,Yes,Yes,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID298,Tamil,Mumbai,35,Female,Golf,Flexibility,Competitive-Spirit,49,Yes,No,Yes,Yes,Yes,No,3,0,10,7,8,5,Low,30,No,No,No,Yes
UID299,Tamil,Hyderabad,18,Female,Hockey,Creativity,Goal-Oriented,47,No,Yes,No,No,No,No,2,0,10,7,8,5,Low,30,No,No,No,Yes
UID300,Telugu,Hyderabad,34,Male,Football,Individual,Goal-Oriented,56,Yes,No,No,Yes,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID301,English,Chennai,41,Male,Football,Individual,Goal-Oriented,300,No,Yes,Yes,No,Yes,Yes,6,5,10,7,8,5,High,35,Yes,Yes,Yes,Yes
UID302,Malyalam,Delhi,47,Female,Football,Creativity,Competitive-Spirit,49,Yes,Yes,No,No,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID303,English,Hyderabad,45,Male,Football,Creativity,Goal-Oriented,106,No,No,No,No,Yes,No,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID304,Hindi,Hyderabad,46,Female,Hockey,Individual,Performance-Driven,264,No,No,Yes,No,Yes,Yes,2,0,10,7,8,5,Low,30,No,No,Yes,Yes
UID305,English,Chennai,24,Female,Golf,Creativity,Goal-Oriented,182,Yes,Yes,No,No,No,Yes,5,5,10,7,8,5,Medium,35,No,No,No,Yes
UID306,Tamil,Chennai,37,Female,Tennis,Flexibility,Competitive-Spirit,170,Yes,Yes,No,No,No,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID307,Telugu,Hyderabad,20,Male,Hockey,Individual,Performance-Driven,108,Yes,No,No,No,Yes,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID308,Tamil,Hyderabad,37,Male,Cricket,Individual,Goal-Oriented,198,No,No,No,No,No,Yes,4,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
UID309,Hindi,Kochi,38,Male,Cricket,Individual,Performance-Driven,107,No,Yes,Yes,No,No,No,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID310,Malyalam,Chennai,43,Male,Football,Individual,Performance-Driven,139,No,No,Yes,Yes,No,No,6,5,10,7,8,5,High,35,No,No,No,Yes
UID311,Telugu,Delhi,32,Male,Golf,Individual,Performance-Driven,237,No,Yes,No,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID312,Hindi,Delhi,29,Female,Football,Individual,Goal-Oriented,263,No,No,Yes,No,Yes,Yes,4,5,10,7,8,5,Medium,35,Yes,Yes,Yes,Yes
UID313,Hindi,Delhi,49,Male,Football,Creativity,Performance-Driven,134,No,No,No,Yes,No,No,7,5,10,7,8,5,High,35,No,No,No,Yes
UID314,Telugu,Hyderabad,33,Male,Football,Flexibility,Competitive-Spirit,163,No,No,Yes,Yes,No,Yes,4,5,10,7,8,5,Medium,35,No,No,No,Yes
UID315,Telugu,Mumbai,28,Female,Hockey,Flexibility,Performance-Driven,140,Yes,Yes,Yes,Yes,Yes,No,0,0,0,0,0,-5,Low,-5,No,No,No,No
UID316,Telugu,Delhi,33,Male,Golf,Flexibility,Competitive-Spirit,143,No,Yes,No,No,Yes,Yes,7,5,10,7,8,5,High,35,No,No,No,Yes
UID317,Telugu,Hyderabad,28,Male,Tennis,Individual,Performance-Driven,203,Yes,Yes,No,Yes,Yes,Yes,6,5,10,7,8,5,High,35,Yes,No,Yes,Yes
UID318,Malyalam,Mumbai,41,Female,Football,Flexibility,Competitive-Spirit,218,No,Yes,Yes,Yes,Yes,Yes,1,0,10,7,8,5,Low,30,No,Yes,Yes,Yes
UID319,Tamil,Hyderabad,33,Male,Tennis,Flexibility,Goal-Oriented,226,No,No,No,No,No,Yes,5,5,10,7,8,5,Medium,35,Yes,No,Yes,Yes
