Login_ID,Contest_ID,Contest_Name,Week,Week_Time_Spent_Hours,Week_Logins,Age_Group,Location,Device,Fan_Level,Purchase_Item,Purchase_Price,Content_Viewed
C002_9,C002,Basketball Trivia Challenge,Week_1,14.05,1,<18,Brazil,Desktop,Fan,Jersey,1248,Basketball Trivia Challenge
C002_9,C002,Basketball Trivia Challenge,Week_2,49.38,4,<18,Brazil,Desktop,Super Fan,Cap,332,Basketball Trivia Challenge
C002_9,C002,Basketball Trivia Challenge,Week_3,53.47,5,<18,Brazil,Desktop,Super Fan,Poster,183,Basketball Trivia Challenge
C002_9,C002,Basketball Trivia Challenge,Week_4,66.32,6,<18,Brazil,Desktop,Super Fan,Jersey,1283,Live Commentary
C002_10,C002,Basketball Trivia Challenge,Week_1,110,11,36-45,Australia,Tablet,Ultra Fan,None,0,Basketball Trivia Challenge
C002_10,C002,Basketball Trivia Challenge,Week_2,94.79,9,36-45,Australia,Tablet,Ultra Fan,Poster,164,Player Interview
C002_10,C002,Basketball Trivia Challenge,Week_3,69.06,6,36-45,Australia,Tablet,Super Fan,Cap,535,Basketball Trivia Challenge
C002_10,C002,Basketball Trivia Challenge,Week_4,31.63,3,36-45,Australia,Tablet,Fan,Cap,429,Basketball Trivia Challenge
C002_11,C002,Basketball Trivia Challenge,Week_1,20.99,2,36-45,India,Tablet,Fan,Poster,284,Match Highlights
C002_11,C002,Basketball Trivia Challenge,Week_2,29.42,2,36-45,India,Tablet,Fan,Poster,201,Live Commentary
C002_11,C002,Basketball Trivia Challenge,Week_3,59.32,5,36-45,India,Tablet,Super Fan,Poster,254,Contest Replay
C002_11,C002,Basketball Trivia Challenge,Week_4,60.11,6,36-45,India,Tablet,Super Fan,Jersey,1388,Behind the Scenes
C002_11,C002,Basketball Trivia Challenge,Week_5,69.9,6,36-45,India,Tablet,Super Fan,Keychain,147,Match Highlights
C002_12,C002,Basketball Trivia Challenge,Week_1,66.51,6,<18,USA,Mobile,Super Fan,Poster,186,Player Interview
C002_12,C002,Basketball Trivia Challenge,Week_2,60.84,6,<18,USA,Mobile,Super Fan,Jersey,815,Behind the Scenes
C002_12,C002,Basketball Trivia Challenge,Week_3,28.76,2,<18,USA,Mobile,Fan,None,0,Basketball Trivia Challenge
C002_12,C002,Basketball Trivia Challenge,Week_4,18.5,1,<18,USA,Mobile,Fan,Cap,419,Basketball Trivia Challenge
C002_13,C002,Basketball Trivia Challenge,Week_1,90.05,9,26-35,UK,Mobile,Ultra Fan,Jersey,1127,Behind the Scenes
C002_13,C002,Basketball Trivia Challenge,Week_2,77.11,7,26-35,UK,Mobile,Super Fan,Cap,436,Basketball Trivia Challenge
C002_13,C002,Basketball Trivia Challenge,Week_3,42.03,4,26-35,UK,Mobile,Super Fan,Cap,320,Basketball Trivia Challenge
C002_13,C002,Basketball Trivia Challenge,Week_4,20.64,2,26-35,UK,Mobile,Fan,Jersey,1280,Basketball Trivia Challenge
C002_14,C002,Basketball Trivia Challenge,Week_1,110,11,36-45,Brazil,Tablet,Ultra Fan,Cap,326,Basketball Trivia Challenge
C002_14,C002,Basketball Trivia Challenge,Week_2,78.49,7,36-45,Brazil,Tablet,Super Fan,Cap,524,Behind the Scenes
C002_14,C002,Basketball Trivia Challenge,Week_3,58.25,5,36-45,Brazil,Tablet,Super Fan,Jersey,1317,Contest Replay
C002_14,C002,Basketball Trivia Challenge,Week_4,29.45,2,36-45,Brazil,Tablet,Fan,None,0,Basketball Trivia Challenge
C002_15,C002,Basketball Trivia Challenge,Week_1,18.55,1,26-35,USA,Mobile,Fan,Keychain,167,Basketball Trivia Challenge
C002_15,C002,Basketball Trivia Challenge,Week_2,61.81,6,26-35,USA,Mobile,Super Fan,Jersey,1186,Basketball Trivia Challenge
C002_15,C002,Basketball Trivia Challenge,Week_3,74.35,7,26-35,USA,Mobile,Super Fan,Jersey,974,Player Interview
C002_15,C002,Basketball Trivia Challenge,Week_4,91.33,9,26-35,USA,Mobile,Ultra Fan,Poster,260,Basketball Trivia Challenge
C002_15,C002,Basketball Trivia Challenge,Week_5,102.85,10,26-35,USA,Mobile,Ultra Fan,Poster,268,Basketball Trivia Challenge
C002_16,C002,Basketball Trivia Challenge,Week_1,17.24,1,26-35,Australia,Desktop,Fan,Jersey,1233,Player Interview
C002_16,C002,Basketball Trivia Challenge,Week_2,53.51,5,26-35,Australia,Desktop,Super Fan,Keychain,111,Basketball Trivia Challenge
C002_16,C002,Basketball Trivia Challenge,Week_3,90.02,9,26-35,Australia,Desktop,Ultra Fan,None,0,Live Commentary
C002_16,C002,Basketball Trivia Challenge,Week_4,95.26,9,26-35,Australia,Desktop,Ultra Fan,None,0,Player Interview
C002_17,C002,Basketball Trivia Challenge,Week_1,110,11,36-45,Australia,Desktop,Ultra Fan,Jersey,1296,Contest Replay
C002_17,C002,Basketball Trivia Challenge,Week_2,103.63,10,36-45,Australia,Desktop,Ultra Fan,Cap,565,Match Highlights
C002_17,C002,Basketball Trivia Challenge,Week_3,60.09,6,36-45,Australia,Desktop,Super Fan,Jersey,1393,Basketball Trivia Challenge
C002_17,C002,Basketball Trivia Challenge,Week_4,33.86,3,36-45,Australia,Desktop,Fan,None,0,Player Interview
C002_18,C002,Basketball Trivia Challenge,Week_1,100.53,10,26-35,UK,Mobile,Ultra Fan,Poster,152,Basketball Trivia Challenge
C002_18,C002,Basketball Trivia Challenge,Week_2,78.79,7,26-35,UK,Mobile,Super Fan,Jersey,1457,Basketball Trivia Challenge
C002_18,C002,Basketball Trivia Challenge,Week_3,63.3,6,26-35,UK,Mobile,Super Fan,Poster,298,Player Interview
C002_18,C002,Basketball Trivia Challenge,Week_4,39.55,3,26-35,UK,Mobile,Fan,Poster,156,Basketball Trivia Challenge
C002_18,C002,Basketball Trivia Challenge,Week_5,32.44,3,26-35,UK,Mobile,Fan,Poster,151,Contest Replay
C002_19,C002,Basketball Trivia Challenge,Week_1,8.18,1,<18,Australia,Tablet,Fan,Jersey,882,Basketball Trivia Challenge
C002_19,C002,Basketball Trivia Challenge,Week_2,20.22,2,<18,Australia,Tablet,Fan,Cap,524,Basketball Trivia Challenge
C002_19,C002,Basketball Trivia Challenge,Week_3,28.15,2,<18,Australia,Tablet,Fan,Jersey,1145,Match Highlights
C002_19,C002,Basketball Trivia Challenge,Week_4,38.01,3,<18,Australia,Tablet,Fan,None,0,Live Commentary
C002_19,C002,Basketball Trivia Challenge,Week_5,51.87,5,<18,Australia,Tablet,Super Fan,Keychain,127,Behind the Scenes
C002_20,C002,Basketball Trivia Challenge,Week_1,16.98,1,46-60,Germany,Desktop,Fan,Cap,400,Basketball Trivia Challenge
C002_20,C002,Basketball Trivia Challenge,Week_2,19.37,1,46-60,Germany,Desktop,Fan,Jersey,1333,Basketball Trivia Challenge
C002_20,C002,Basketball Trivia Challenge,Week_3,19.49,1,46-60,Germany,Desktop,Fan,Jersey,1299,Basketball Trivia Challenge
C002_20,C002,Basketball Trivia Challenge,Week_4,26.86,2,46-60,Germany,Desktop,Fan,Jersey,1070,Behind the Scenes
C002_20,C002,Basketball Trivia Challenge,Week_5,30.25,3,46-60,Germany,Desktop,Fan,Cap,453,Live Commentary
C002_21,C002,Basketball Trivia Challenge,Week_1,44.62,4,18-25,USA,Tablet,Super Fan,Keychain,139,Player Interview
C002_21,C002,Basketball Trivia Challenge,Week_2,54.12,5,18-25,USA,Tablet,Super Fan,Jersey,1410,Basketball Trivia Challenge
C002_21,C002,Basketball Trivia Challenge,Week_3,64.75,6,18-25,USA,Tablet,Super Fan,None,0,Match Highlights
C002_21,C002,Basketball Trivia Challenge,Week_4,77.81,7,18-25,USA,Tablet,Super Fan,None,0,Player Interview
C002_21,C002,Basketball Trivia Challenge,Week_5,110,11,18-25,USA,Tablet,Ultra Fan,Jersey,1411,Basketball Trivia Challenge
C002_22,C002,Basketball Trivia Challenge,Week_1,110,11,26-35,Brazil,Tablet,Ultra Fan,None,0,Player Interview
C002_22,C002,Basketball Trivia Challenge,Week_2,110,11,26-35,Brazil,Tablet,Ultra Fan,None,0,Match Highlights
C002_22,C002,Basketball Trivia Challenge,Week_3,108.01,10,26-35,Brazil,Tablet,Ultra Fan,Jersey,846,Live Commentary
C002_22,C002,Basketball Trivia Challenge,Week_4,40.45,4,26-35,Brazil,Tablet,Super Fan,Poster,164,Basketball Trivia Challenge
C002_22,C002,Basketball Trivia Challenge,Week_5,33.04,3,26-35,Brazil,Tablet,Fan,Jersey,920,Behind the Scenes
C002_23,C002,Basketball Trivia Challenge,Week_1,42.86,4,26-35,Brazil,Mobile,Super Fan,None,0,Live Commentary
C002_23,C002,Basketball Trivia Challenge,Week_2,61.02,6,26-35,Brazil,Mobile,Super Fan,Jersey,1151,Basketball Trivia Challenge
C002_23,C002,Basketball Trivia Challenge,Week_3,79.88,7,26-35,Brazil,Mobile,Super Fan,Cap,449,Contest Replay
C002_23,C002,Basketball Trivia Challenge,Week_4,82.85,8,26-35,Brazil,Mobile,Ultra Fan,None,0,Basketball Trivia Challenge
C002_24,C002,Basketball Trivia Challenge,Week_1,4.98,1,<18,Australia,Desktop,Fan,Cap,543,Basketball Trivia Challenge
C002_24,C002,Basketball Trivia Challenge,Week_2,36.57,3,<18,Australia,Desktop,Fan,Keychain,103,Basketball Trivia Challenge
C002_24,C002,Basketball Trivia Challenge,Week_3,37.89,3,<18,Australia,Desktop,Fan,Jersey,1144,Match Highlights
C002_24,C002,Basketball Trivia Challenge,Week_4,45.15,4,<18,Australia,Desktop,Super Fan,Poster,156,Player Interview
C002_25,C002,Basketball Trivia Challenge,Week_1,110,11,26-35,Germany,Desktop,Ultra Fan,Poster,263,Basketball Trivia Challenge
C002_25,C002,Basketball Trivia Challenge,Week_2,86.1,8,26-35,Germany,Desktop,Ultra Fan,None,0,Basketball Trivia Challenge
C002_25,C002,Basketball Trivia Challenge,Week_3,57.38,5,26-35,Germany,Desktop,Super Fan,Jersey,1396,Behind the Scenes
C002_25,C002,Basketball Trivia Challenge,Week_4,33.01,3,26-35,Germany,Desktop,Fan,Poster,219,Basketball Trivia Challenge
C002_25,C002,Basketball Trivia Challenge,Week_5,30.91,3,26-35,Germany,Desktop,Fan,None,0,Basketball Trivia Challenge
C002_26,C002,Basketball Trivia Challenge,Week_1,73.29,7,26-35,India,Desktop,Super Fan,None,0,Basketball Trivia Challenge
C002_26,C002,Basketball Trivia Challenge,Week_2,67.48,6,26-35,India,Desktop,Super Fan,Jersey,1025,Contest Replay
C002_26,C002,Basketball Trivia Challenge,Week_3,64.1,6,26-35,India,Desktop,Super Fan,Jersey,1294,Basketball Trivia Challenge
C002_26,C002,Basketball Trivia Challenge,Week_4,40.51,4,26-35,India,Desktop,Super Fan,Jersey,1447,Match Highlights
C002_27,C002,Basketball Trivia Challenge,Week_1,26.19,2,<18,Brazil,Tablet,Fan,Jersey,1207,Basketball Trivia Challenge
C002_27,C002,Basketball Trivia Challenge,Week_2,23.58,2,<18,Brazil,Tablet,Fan,None,0,Basketball Trivia Challenge
C002_27,C002,Basketball Trivia Challenge,Week_3,21.03,2,<18,Brazil,Tablet,Fan,None,0,Basketball Trivia Challenge
C002_27,C002,Basketball Trivia Challenge,Week_4,21.02,2,<18,Brazil,Tablet,Fan,None,0,Live Commentary
C002_27,C002,Basketball Trivia Challenge,Week_5,12.93,1,<18,Brazil,Tablet,Fan,Cap,575,Player Interview
C002_28,C002,Basketball Trivia Challenge,Week_1,26.45,2,<18,USA,Desktop,Fan,Cap,521,Behind the Scenes
C002_28,C002,Basketball Trivia Challenge,Week_2,48.38,4,<18,USA,Desktop,Super Fan,Jersey,1085,Basketball Trivia Challenge
C002_28,C002,Basketball Trivia Challenge,Week_3,51.31,5,<18,USA,Desktop,Super Fan,Cap,437,Basketball Trivia Challenge
C002_28,C002,Basketball Trivia Challenge,Week_4,52.63,5,<18,USA,Desktop,Super Fan,Jersey,1391,Basketball Trivia Challenge
C002_29,C002,Basketball Trivia Challenge,Week_1,97,9,18-25,UK,Desktop,Ultra Fan,Jersey,877,Live Commentary
C002_29,C002,Basketball Trivia Challenge,Week_2,87.13,8,18-25,UK,Desktop,Ultra Fan,Cap,324,Basketball Trivia Challenge
C002_29,C002,Basketball Trivia Challenge,Week_3,82.85,8,18-25,UK,Desktop,Ultra Fan,Poster,261,Match Highlights
C002_29,C002,Basketball Trivia Challenge,Week_4,31.76,3,18-25,UK,Desktop,Fan,Cap,393,Player Interview
C002_29,C002,Basketball Trivia Challenge,Week_5,20.79,2,18-25,UK,Desktop,Fan,Cap,376,Live Commentary
C002_30,C002,Basketball Trivia Challenge,Week_1,35.44,3,18-25,India,Mobile,Fan,Poster,234,Live Commentary
C002_30,C002,Basketball Trivia Challenge,Week_2,45.71,4,18-25,India,Mobile,Super Fan,Cap,559,Basketball Trivia Challenge
C002_30,C002,Basketball Trivia Challenge,Week_3,68.61,6,18-25,India,Mobile,Super Fan,Jersey,1163,Behind the Scenes
C002_30,C002,Basketball Trivia Challenge,Week_4,81.23,8,18-25,India,Mobile,Ultra Fan,Jersey,1224,Basketball Trivia Challenge
C002_30,C002,Basketball Trivia Challenge,Week_5,84.22,8,18-25,India,Mobile,Ultra Fan,Cap,332,Basketball Trivia Challenge
C002_31,C002,Basketball Trivia Challenge,Week_1,92.18,9,26-35,Australia,Desktop,Ultra Fan,Cap,320,Player Interview
C002_31,C002,Basketball Trivia Challenge,Week_2,57.63,5,26-35,Australia,Desktop,Super Fan,Poster,199,Behind the Scenes
C002_31,C002,Basketball Trivia Challenge,Week_3,54.84,5,26-35,Australia,Desktop,Super Fan,Keychain,181,Contest Replay
C002_31,C002,Basketball Trivia Challenge,Week_4,50.01,5,26-35,Australia,Desktop,Super Fan,Jersey,1315,Behind the Scenes
C002_32,C002,Basketball Trivia Challenge,Week_1,38.89,3,36-45,India,Mobile,Fan,Cap,339,Contest Replay
C002_32,C002,Basketball Trivia Challenge,Week_2,42.78,4,36-45,India,Mobile,Super Fan,None,0,Basketball Trivia Challenge
C002_32,C002,Basketball Trivia Challenge,Week_3,59.07,5,36-45,India,Mobile,Super Fan,None,0,Match Highlights
C002_32,C002,Basketball Trivia Challenge,Week_4,65.18,6,36-45,India,Mobile,Super Fan,Keychain,131,Behind the Scenes
C002_32,C002,Basketball Trivia Challenge,Week_5,79.24,7,36-45,India,Mobile,Super Fan,Poster,241,Basketball Trivia Challenge
C002_33,C002,Basketball Trivia Challenge,Week_1,10.39,1,<18,India,Desktop,Fan,Cap,514,Basketball Trivia Challenge
C002_33,C002,Basketball Trivia Challenge,Week_2,11.44,1,<18,India,Desktop,Fan,None,0,Basketball Trivia Challenge
C002_33,C002,Basketball Trivia Challenge,Week_3,21.62,2,<18,India,Desktop,Fan,None,0,Player Interview
C002_33,C002,Basketball Trivia Challenge,Week_4,32.28,3,<18,India,Desktop,Fan,Poster,294,Player Interview
C002_34,C002,Basketball Trivia Challenge,Week_1,14.07,1,18-25,USA,Desktop,Fan,None,0,Basketball Trivia Challenge
C002_34,C002,Basketball Trivia Challenge,Week_2,27.01,2,18-25,USA,Desktop,Fan,Cap,396,Basketball Trivia Challenge
C002_34,C002,Basketball Trivia Challenge,Week_3,38.2,3,18-25,USA,Desktop,Fan,Jersey,1352,Basketball Trivia Challenge
C002_34,C002,Basketball Trivia Challenge,Week_4,46.07,4,18-25,USA,Desktop,Super Fan,Cap,371,Live Commentary
C002_34,C002,Basketball Trivia Challenge,Week_5,56.93,5,18-25,USA,Desktop,Super Fan,Poster,243,Player Interview
C002_35,C002,Basketball Trivia Challenge,Week_1,13.59,1,36-45,USA,Mobile,Fan,Jersey,815,Basketball Trivia Challenge
C002_35,C002,Basketball Trivia Challenge,Week_2,19.71,1,36-45,USA,Mobile,Fan,Jersey,1243,Player Interview
C002_35,C002,Basketball Trivia Challenge,Week_3,22.63,2,36-45,USA,Mobile,Fan,Keychain,169,Live Commentary
C002_35,C002,Basketball Trivia Challenge,Week_4,31.07,3,36-45,USA,Mobile,Fan,Jersey,970,Live Commentary
C002_35,C002,Basketball Trivia Challenge,Week_5,96.37,9,36-45,USA,Mobile,Ultra Fan,None,0,Basketball Trivia Challenge
C002_36,C002,Basketball Trivia Challenge,Week_1,64.74,6,36-45,USA,Mobile,Super Fan,Cap,484,Live Commentary
C002_36,C002,Basketball Trivia Challenge,Week_2,46.02,4,36-45,USA,Mobile,Super Fan,None,0,Basketball Trivia Challenge
C002_36,C002,Basketball Trivia Challenge,Week_3,41.37,4,36-45,USA,Mobile,Super Fan,Cap,565,Live Commentary
C002_36,C002,Basketball Trivia Challenge,Week_4,34,3,36-45,USA,Mobile,Fan,None,0,Player Interview
C002_36,C002,Basketball Trivia Challenge,Week_5,30.24,3,36-45,USA,Mobile,Fan,Poster,238,Live Commentary
C002_37,C002,Basketball Trivia Challenge,Week_1,9.33,1,<18,Australia,Desktop,Fan,Jersey,1490,Contest Replay
C002_37,C002,Basketball Trivia Challenge,Week_2,13.19,1,<18,Australia,Desktop,Fan,Cap,467,Basketball Trivia Challenge
C002_37,C002,Basketball Trivia Challenge,Week_3,17.44,1,<18,Australia,Desktop,Fan,Poster,300,Basketball Trivia Challenge
C002_37,C002,Basketball Trivia Challenge,Week_4,31.46,3,<18,Australia,Desktop,Fan,Poster,212,Behind the Scenes
C002_37,C002,Basketball Trivia Challenge,Week_5,82.46,8,<18,Australia,Desktop,Ultra Fan,Poster,150,Contest Replay
C002_38,C002,Basketball Trivia Challenge,Week_1,98.61,9,26-35,UK,Mobile,Ultra Fan,Poster,200,Basketball Trivia Challenge
C002_38,C002,Basketball Trivia Challenge,Week_2,87.49,8,26-35,UK,Mobile,Ultra Fan,Jersey,1150,Live Commentary
C002_38,C002,Basketball Trivia Challenge,Week_3,62.04,6,26-35,UK,Mobile,Super Fan,None,0,Player Interview
C002_38,C002,Basketball Trivia Challenge,Week_4,62,6,26-35,UK,Mobile,Super Fan,None,0,Behind the Scenes
C002_38,C002,Basketball Trivia Challenge,Week_5,35.45,3,26-35,UK,Mobile,Fan,Poster,159,Player Interview
C002_39,C002,Basketball Trivia Challenge,Week_1,16.62,1,<18,Germany,Tablet,Fan,None,0,Player Interview
C002_39,C002,Basketball Trivia Challenge,Week_2,30.67,3,<18,Germany,Tablet,Fan,None,0,Basketball Trivia Challenge
C002_39,C002,Basketball Trivia Challenge,Week_3,36.8,3,<18,Germany,Tablet,Fan,Poster,180,Contest Replay
C002_39,C002,Basketball Trivia Challenge,Week_4,68.46,6,<18,Germany,Tablet,Super Fan,Jersey,1208,Contest Replay
C002_40,C002,Basketball Trivia Challenge,Week_1,33.62,3,26-35,USA,Mobile,Fan,None,0,Basketball Trivia Challenge
C002_40,C002,Basketball Trivia Challenge,Week_2,43.36,4,26-35,USA,Mobile,Super Fan,Cap,476,Basketball Trivia Challenge
C002_40,C002,Basketball Trivia Challenge,Week_3,44.39,4,26-35,USA,Mobile,Super Fan,Keychain,161,Basketball Trivia Challenge
C002_40,C002,Basketball Trivia Challenge,Week_4,54.27,5,26-35,USA,Mobile,Super Fan,Jersey,1312,Match Highlights
C002_40,C002,Basketball Trivia Challenge,Week_5,58.21,5,26-35,USA,Mobile,Super Fan,Cap,557,Live Commentary
C003_1,C003,Football Fantasy League Challenge,Week_1,110,11,36-45,UK,Mobile,Ultra Fan,Cap,476,Player Interview
C003_1,C003,Football Fantasy League Challenge,Week_2,88.07,8,36-45,UK,Mobile,Ultra Fan,Jersey,848,Match Highlights
C003_1,C003,Football Fantasy League Challenge,Week_3,55.89,5,36-45,UK,Mobile,Super Fan,None,0,Live Commentary
C003_1,C003,Football Fantasy League Challenge,Week_4,37.54,3,36-45,UK,Mobile,Fan,Poster,226,Player Interview
C003_1,C003,Football Fantasy League Challenge,Week_5,28.95,2,36-45,UK,Mobile,Fan,Poster,153,Football Fantasy League Challenge
C003_2,C003,Football Fantasy League Challenge,Week_1,80.49,8,26-35,UK,Mobile,Ultra Fan,Jersey,1149,Match Highlights
C003_2,C003,Football Fantasy League Challenge,Week_2,67.27,6,26-35,UK,Mobile,Super Fan,Poster,210,Football Fantasy League Challenge
C003_2,C003,Football Fantasy League Challenge,Week_3,44.89,4,26-35,UK,Mobile,Super Fan,Jersey,1333,Football Fantasy League Challenge
C003_2,C003,Football Fantasy League Challenge,Week_4,38.6,3,26-35,UK,Mobile,Fan,Cap,498,Football Fantasy League Challenge
C003_3,C003,Football Fantasy League Challenge,Week_1,110,11,26-35,India,Tablet,Ultra Fan,Poster,256,Contest Replay
C003_3,C003,Football Fantasy League Challenge,Week_2,110,11,26-35,India,Tablet,Ultra Fan,Jersey,883,Player Interview
C003_3,C003,Football Fantasy League Challenge,Week_3,21.87,2,26-35,India,Tablet,Fan,Jersey,1081,Live Commentary
C003_3,C003,Football Fantasy League Challenge,Week_4,20.33,2,26-35,India,Tablet,Fan,Jersey,1452,Live Commentary
C003_4,C003,Football Fantasy League Challenge,Week_1,47.16,4,<18,Germany,Mobile,Super Fan,Cap,301,Contest Replay
C003_4,C003,Football Fantasy League Challenge,Week_2,39.59,3,<18,Germany,Mobile,Fan,Jersey,1410,Player Interview
C003_4,C003,Football Fantasy League Challenge,Week_3,36.15,3,<18,Germany,Mobile,Fan,Cap,485,Football Fantasy League Challenge
C003_4,C003,Football Fantasy League Challenge,Week_4,22.55,2,<18,Germany,Mobile,Fan,Cap,324,Contest Replay
C003_4,C003,Football Fantasy League Challenge,Week_5,7.31,1,<18,Germany,Mobile,Fan,Jersey,1140,Behind the Scenes
C003_5,C003,Football Fantasy League Challenge,Week_1,104.7,10,36-45,UK,Tablet,Ultra Fan,Cap,416,Football Fantasy League Challenge
C003_5,C003,Football Fantasy League Challenge,Week_2,99.01,9,36-45,UK,Tablet,Ultra Fan,Jersey,1096,Football Fantasy League Challenge
C003_5,C003,Football Fantasy League Challenge,Week_3,87.64,8,36-45,UK,Tablet,Ultra Fan,None,0,Football Fantasy League Challenge
C003_5,C003,Football Fantasy League Challenge,Week_4,74.36,7,36-45,UK,Tablet,Super Fan,Cap,471,Player Interview
C003_6,C003,Football Fantasy League Challenge,Week_1,89.37,8,26-35,India,Desktop,Ultra Fan,None,0,Football Fantasy League Challenge
C003_6,C003,Football Fantasy League Challenge,Week_2,87.52,8,26-35,India,Desktop,Ultra Fan,None,0,Football Fantasy League Challenge
C003_6,C003,Football Fantasy League Challenge,Week_3,85.65,8,26-35,India,Desktop,Ultra Fan,Poster,158,Contest Replay
