Login_ID,Contest_ID,Contest_Name,Sport_Type,Time_Spent_Hours,Item_Purchased,Purchase_Value,Age_Group,Location,Device,Gender,Purchase_Value
C010_226,C010,Football Prediction Challenge,Cricket,180.48,,0,18-25,Germany,Tablet,Male,440.85
C010_227,C010,Football Prediction Challenge,Cricket,155.08,Signed Jersey,123.96,36-45,UK,Desktop,Male,155.23
C010_228,C010,Football Prediction Challenge,Cricket,159.92,,0,18-25,Brazil,Mobile,Male,497.05
C010_229,C010,Football Prediction Challenge,Cricket,195.49,,0,36-45,India,Mobile,Female,952.42
C010_230,C010,Football Prediction Challenge,Cricket,369.77,,0,26-35,Australia,Tablet,Male,594.48
C010_231,C010,Football Prediction Challenge,Cricket,302.9,,0,46-60,UK,Tablet,Female,352.38
C010_232,C010,Football Prediction Challenge,Cricket,94.9,Fan Token,652.18,18-25,Germany,Mobile,Male,455.16
C010_233,C010,Football Prediction Challenge,Cricket,351.56,,0,<18,Germany,Desktop,Female,891.88
C010_234,C010,Football Prediction Challenge,Cricket,389.48,Discount Voucher,465.43,36-45,Australia,Mobile,Female,179.7
C010_235,C010,Football Prediction Challenge,Cricket,378.81,,0,46-60,UK,Desktop,Female,473.5
C010_236,C010,Football Prediction Challenge,Cricket,191,,0,26-35,Brazil,Mobile,Male,324.69
C010_237,C010,Football Prediction Challenge,Cricket,97.32,,0,18-25,India,Desktop,Female,674.42
C010_238,C010,Football Prediction Challenge,Cricket,108.63,,0,18-25,Australia,Mobile,Male,289.5
C010_239,C010,Football Prediction Challenge,Cricket,408.05,,0,18-25,UK,Desktop,Male,108.05
C010_240,C010,Football Prediction Challenge,Cricket,290.67,Match Tickets,780.87,36-45,Brazil,Tablet,Male,802.86
C010_241,C010,Football Prediction Challenge,Cricket,82.09,,0,26-35,USA,Mobile,Female,166.32
C010_242,C010,Football Prediction Challenge,Cricket,341.67,,0,26-35,Germany,Desktop,Female,976.03
C010_243,C010,Football Prediction Challenge,Cricket,399.58,Match Tickets,873.4,18-25,Germany,Desktop,Female,866.73
C010_244,C010,Football Prediction Challenge,Cricket,336.41,Signed Jersey,136.92,26-35,USA,Desktop,Female,841.7
C010_245,C010,Football Prediction Challenge,Cricket,337.98,,0,26-35,Brazil,Mobile,Female,785.64
C010_246,C010,Football Prediction Challenge,Cricket,85.65,,0,36-45,India,Tablet,Male,565.03
C010_247,C010,Football Prediction Challenge,Cricket,356.68,,0,36-45,Germany,Desktop,Female,937.97
C010_248,C010,Football Prediction Challenge,Cricket,96.96,Merchandise Pack,418.5,18-25,Australia,Tablet,Male,526.47
C010_249,C010,Football Prediction Challenge,Cricket,330.15,,0,36-45,India,Desktop,Male,176.01
C010_250,C010,Football Prediction Challenge,Cricket,109.27,,0,26-35,Australia,Tablet,Female,304.46
C010_251,C010,Football Prediction Challenge,Cricket,90.13,,0,36-45,UK,Tablet,Male,561.64
C010_252,C010,Football Prediction Challenge,Cricket,50.79,,0,18-25,Brazil,Mobile,Male,232.28
C010_253,C010,Football Prediction Challenge,Cricket,227.64,,0,<18,Australia,Tablet,Female,236.27
C010_254,C010,Football Prediction Challenge,Cricket,296.29,,0,26-35,Brazil,Desktop,Male,326.87
C010_255,C010,Football Prediction Challenge,Cricket,367.64,Merchandise Pack,835.79,26-35,USA,Mobile,Female,325.27
C010_256,C010,Football Prediction Challenge,Cricket,310.52,,0,60+,Germany,Desktop,Male,538.54
C010_257,C010,Football Prediction Challenge,Cricket,221.59,Match Tickets,432.2,26-35,Brazil,Tablet,Female,974.93
C010_258,C010,Football Prediction Challenge,Cricket,211.71,,0,46-60,USA,Mobile,Female,337.74
C010_259,C010,Football Prediction Challenge,Cricket,48.73,Signed Jersey,110.26,26-35,Brazil,Desktop,Female,689.77
C010_260,C010,Football Prediction Challenge,Cricket,284.12,Fan Token,582.47,36-45,Australia,Tablet,Male,620.76
C010_261,C010,Football Prediction Challenge,Cricket,349.07,,0,18-25,UK,Desktop,Female,688.17
C010_262,C010,Football Prediction Challenge,Cricket,396.17,Fan Token,729.2,26-35,Brazil,Tablet,Female,981.33
C010_263,C010,Football Prediction Challenge,Cricket,101.66,,0,36-45,Australia,Desktop,Male,893.81
C010_264,C010,Football Prediction Challenge,Cricket,377.1,Match Tickets,800.32,36-45,Brazil,Desktop,Male,589.09
C010_265,C010,Football Prediction Challenge,Cricket,153.37,,0,36-45,India,Desktop,Male,964.02
C010_266,C010,Football Prediction Challenge,Cricket,106.07,,0,36-45,UK,Mobile,Female,394.56
C010_267,C010,Football Prediction Challenge,Cricket,74.48,,0,<18,Brazil,Mobile,Male,292.57
C010_268,C010,Football Prediction Challenge,Cricket,364.79,Discount Voucher,327.46,<18,Australia,Desktop,Male,593.11
C010_269,C010,Football Prediction Challenge,Cricket,85.22,,0,26-35,Brazil,Desktop,Female,355.14
C010_270,C010,Football Prediction Challenge,Cricket,377.03,Fan Token,515.09,26-35,India,Desktop,Male,594.87
